Doge Agency,Doge Upload Date,Contract URL,Doge Value,Doge Desc,Valid URL,agencyID,PIID,modNumber,transactionNumber,idvAgencyID,idvPIID,idvModNumber,reasonForModification,solicitationID,tasAgencyIdentifier,tasMainAccountCode,tasSubAccountCode,signedDate,effectiveDate,awardCompletionDate,estimatedUltimateCompletionDate,solicitationDate,previousObligatedAmount,obligatedAmount,totalObligatedAmount,previousBaseAndExercisedOptionsValue,baseAndExercisedOptionsValue,totalBaseAndExercisedOptionsValue,previousUltimateContractValue,ultimateContractValue,totalUltimateContractValue,feesPaidForUseOfService,contractingOfficeAgencyID,contractingOfficeAgencyName,contractingOfficeID,contractingOfficeName,fundingRequestingAgencyID,fundingRequestingAgencyName,fundingRequestingOfficeID,fundingRequestingOfficeName,ccrException,UEINumber,vendorName,vendorDoingAsBusinessName,cageCode,vendorStreet,vendorStreet2,vendorCity,vendorState,vendorZip,vendorCountryForDisplay,vendorPhone,vendorFax,vendorCongressionalDistrict,organizationType,stateOfIncorporation,countryOfIncorporation,majorProgramCode,numberOfActions,placeStateCode,placeLocationCode,placeCountryCode,principalPlaceOfPerformanceCountyName,principalPlaceOfPerformanceName,congressionalDistrictPlaceOfPerformance,placeOfPerformanceZIPCode,placeOfPerformanceZIPCode4,productOrServiceCode,productOrServiceCodeDescription,principalNAICSCode,NAICSCodeDescription,systemEquipmentCode,systemEquipmentShortDescription,countryOfOrigin,countryOfOriginForDisplay,claimantProgramCode,claimantProgramCodeShortDescription,extentCompetedForReferencedIDV,idvTypeOfSetAside,typeOfSetAsideSource,idvNumberOfOffersReceived,numberOfOffersReceived,numberOfOffersSource,pricePreferncePercentDifference,otherStatutoryAuthority,descriptionOfContractRequirement,displayAwardType,displayPreparedDate,displayPreparedBy,displayStatus,displayLastModifiedDate,displayLastModifiedBy,displayClosedStatus,displayClosedDate,displayClosedBy,displayApprovedPlaceholder,displayApprovedDate,displayApprovedBy,,tasInitiative,foreignFunding,typeOfContractPricing,inherentlyGovernmentalFunction,multiYearContract,nationalInterest,costOrPricingData,acceptPurchaseCard,undefinitizedAction,performanceBasedServiceContract,contingencyHumanitarianPeacekeepingOperation,contractFinancing,costAccountingStandardsClause,consolidatedContract,ClingerCohenAct,laborStandards,materialsSuppliesArticlesEquipment,constructionWageRateRequirements,listOfAdditionalReportingValues,interagencyContractingAuthority,bundledContractException,placeOfManufacture,manufacturingOrganizationType,recoveredMaterialClauses,informationTechnologyCommercialItemCategory,seaTransportation,GFE_GFP,useOfEPADesignatedProducts,extentCompeted,tradeoffProcess,solicitationProcedures,typeOfSetAside,evaluatedPreference,research,statutoryExceptionToFairOpportunity,reasonNotCompeted,localAreaSetAside,fedBizOpps,A76Action,commercialItemAcquisitionProcedures,commercialItemTestProgram,contractingOfficerBusinessSizeDetermination,subcontractPlan,lastDateToOrder,baseAndAllOptionsValue,totalEstimatedOrderValue,programAcronym,websiteURL,FIPS95Codes,emailAddress,individualOrderLimit,fixedFeeValue,feeRangeLowerValue,feeRangeUpperValue,orderingProcedure,displayIDVType,typeOfIDC,multipleOrSingleAwardIDC,whoCanUse
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17568&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD,"$22,614",HEALTH EFFECTS CHART WEBINARS,True,7523,75D30123F17568,P00001,0,7523,75D30121A12815,0,Supplemental Agreement for work within scope,75D301-23-Q-76398,,,,07/31/2024,09/01/2023,08/31/2025,08/31/2025,06/16/2023,,$0.00,"$89,106.00",,$0.00,"$89,106.00",,$0.00,"$111,720.00",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,DK4TBEJRAR56,"EASTERN RESEARCH GROUP, INC.",,00GP8,110 HARTWELL AVE STE 1,,LEXINGTON,MA,024213134,UNITED STATES,(781) 674-7200,(781) 674-2851,MASSACHUSETTS 03,CORPORATE NOT TAX EXEMPT,MA,USA,,1,MA,,USA,MIDDLESEX,CONCORD,MASSACHUSETTS 03,01742,2767,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,6,2,This Action,,,Health Effects Chart Webinars,BPA Call,07/31/2024 15:26:58,HHSAHAYNES,Final,11/26/2024 15:25:21,IDV_CORRECT,No,,,,07/31/2024 15:26:59,HHSAHAYNES,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Not Applicable,No,Commercial Products/Services,No,Other than Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17996&modNumber=P00002&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD,$0,COMMERCIAL LAUNDROMAT SHOWER MODEL,True,7523,75D30123F17996,P00002,0,7523,75D30121A12815,0,Supplemental Agreement for work within scope,75D301-23-Q-76808,,,,08/01/2024,09/13/2023,09/29/2025,09/29/2025,07/14/2023,,$0.00,"$244,191.00",,$0.00,"$244,191.00",,$0.00,"$244,191.00",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,DK4TBEJRAR56,"EASTERN RESEARCH GROUP, INC.",,00GP8,110 HARTWELL AVE STE 1,,LEXINGTON,MA,024213134,UNITED STATES,(781) 674-7200,(781) 674-2851,MASSACHUSETTS 03,CORPORATE NOT TAX EXEMPT,MA,USA,,1,GA,,USA,DEKALB,ATLANTA,GEORGIA 04,30341,3717,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,6,1,This Action,,,Commercial Laundromat SHOWER Model,BPA Call,08/01/2024 11:48:36,HHSAHAYNES,Final,11/26/2024 15:25:21,IDV_CORRECT,No,,,,08/01/2024 11:48:37,HHSAHAYNES,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Not Applicable,No,Commercial Products/Services,No,Other than Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19135&modNumber=P00001&idvAgencyID=&idvPIID=75D30123A17950&contractType=AWARD,$0,TOX DASHBOARD MAINTENANCE AND ENHANCEMENTS,True,7523,75D30124F19135,P00001,0,7523,75D30123A17950,0,Other Administrative Action,75D301-24-Q-77833,,,,11/22/2024,09/10/2024,09/09/2025,09/09/2025,,,$0.00,"$106,999.51",,$0.00,"$106,999.51",,$0.00,"$106,999.51",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,C9S1NLQ67626,"ABT ASSOCIATES, INC.",,1C0U6,6130 EXECUTIVE BLVD,,ROCKVILLE,MD,208524907,UNITED STATES,(301) 347-5915,(301) 634-1801,MARYLAND 08,CORPORATE NOT TAX EXEMPT,MA,USA,,1,MD,,USA,MONTGOMERY,ROCKVILLE,MARYLAND 08,20852,4907,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,4,3,This Action,,,Tox Dashboard Maintenance and Enhancements,BPA Call,11/22/2024 20:57:45,HHSAHAYNES,Final,11/22/2024 20:57:46,HHSAHAYNES,No,,,,11/22/2024 20:57:46,HHSAHAYNES,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Time and Materials,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Select One,No,Commercial Products/Services Procedures not used,No,Other than Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123P00067&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,652,830","DIVERSITY, EQUITY, INCLUSION & ACCESSIBILITY CONTRACT",True,7570,75P00123P00067,P00005,0,,,,Exercise an Option,75P00123R00025,,,,12/27/2024,06/20/2023,07/19/2025,01/19/2026,04/18/2023,,"$849,725.00","$3,726,500.00",,"$849,725.00","$3,726,500.00",,$0.00,"$6,529,605.00",$0.00,7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,,LT5RY4N4EJW3,TIMOTHY J LONDAGIN LLC,,83GD3,1706 U ST NW,APT 302,WASHINGTON,DC,200091789,UNITED STATES,(202) 207-4066,,DISTRICT OF COLUMBIA 98,PARTNERSHIP,DC,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20009,1789,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,"Diversity, Equity, Inclusion & Accessibility Contract",Purchase Order,12/09/2024 13:44:03,HHSPHACKER,Final,01/08/2025 15:32:02,HHSBROBERT,No,,,,01/08/2025 15:32:02,HHSBROBERT,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed,Other,Only One Source,No set aside used.,No Preference used,Select One,Select One,Follow-On Contract (FAR 6.302-1(a)(2)(ii/iii)),No,Not Applicable,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123C00042&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$600,005",DATA ANALYSIS AND REPORTING SUPPORT,True,7570,75P00123C00042,P00002,0,,,,Funding Only Action,75P00123Q00109,,,,09/24/2024,09/29/2023,09/28/2025,09/28/2026,09/25/2023,,"$270,739.20","$1,431,989.18",,"$270,739.20","$1,431,989.18",,"$270,739.20","$2,031,994.36",$0.00,7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,,Q6MXG3XCV1X8,ILLUMEN GROUP INC,,61GX7,800 CORPORATE DR,STE 301,STAFFORD,VA,225544889,UNITED STATES,(301) 928-6374,(703) 884-4001,VIRGINIA 07,CORPORATE NOT TAX EXEMPT,VA,USA,,1,VA,,USA,STAFFORD,STAFFORD,VIRGINIA 07,22554,4889,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,Data Analysis and Reporting Support,Definitive Contract,09/24/2024 09:40:35,HHSPHACKER,Final,09/25/2024 10:46:58,HHSANGELA_FOXMEADE,No,,,,09/25/2024 10:46:58,HHSANGELA_FOXMEADE,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Competed under SAP,Other,Simplified Acquisition,Small Business Set Aside - Total,No Preference used,Select One,Select One,Select One,No,Not Applicable,Select One,Commercial Products/Services,Yes,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P13197&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$93,779",WRITER AND EDITOR SERVICES,True,7523,75D30122P13197,P00002,0,,,,Exercise an Option,75D301-22-Q-74391,,,,04/30/2024,05/01/2022,04/30/2025,04/30/2027,02/17/2022,,"$44,851.08","$130,672.32",,"$44,851.08","$130,672.32",,$0.00,"$224,451.48",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,JMDYKVZCTZE5,4ES CORPORATION,,7WR16,5210 ROBLE GRANDE,,SAN ANTONIO,TX,782611712,UNITED STATES,(210) 392-4298,,TEXAS 21,CORPORATE NOT TAX EXEMPT,TX,USA,,1,GA,,USA,DEKALB,ATLANTA,GEORGIA 05,30329,4018,R499,SUPPORT- PROFESSIONAL: OTHER,541618,OTHER MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,Writer and Editor services,Purchase Order,04/30/2024 08:20:38,HHSNAMADOR,Final,04/30/2024 08:20:39,HHSNAMADOR,No,,,,04/30/2024 08:20:39,HHSNAMADOR,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Select One,Not Consolidated,No,Yes,Not Applicable,No,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed under SAP,Other,Simplified Acquisition,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,No,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16323&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,896,418",TECH AND ADMIN SUPPORT,True,7523,75D30123C16323,P00004,0,,,,Other Administrative Action,75D301-23-R-72766,,,,11/13/2024,07/14/2023,06/29/2025,06/29/2027,06/06/2023,,"-$161,462.74","$1,952,474.30",,"-$161,462.74","$1,952,474.30",,"-$322,421.84","$3,848,892.44",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,DCK7GMHME1A4,BEVERA SOLUTIONS LLC,,7DSL9,8455 HWY 85 BLDG 500 STE 210,,RIVERDALE,GA,302744195,UNITED STATES,(770) 617-8791,,GEORGIA 13,CORPORATE NOT TAX EXEMPT,GA,USA,,1,GA,,USA,CLAYTON,RIVERDALE,GEORGIA 13,30274,4195,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541618,OTHER MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,Tech and Admin Support,Definitive Contract,11/13/2024 18:15:57,HHSRMEYER,Final,12/09/2024 13:53:51,HHSAJEMMOTT,No,,,,11/13/2024 18:15:58,HHSRMEYER,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Yes,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,No,No,No,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,No,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14725&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$366,218",OHSO BUDGET SUPPORT SERVICES,True,7523,75D30122C14725,P00002,0,,,,Exercise an Option,75D301-22-R-72411,,,,08/23/2024,09/01/2022,08/31/2025,08/31/2027,07/27/2022,,"$174,316.80","$508,256.04",,"$174,316.80","$508,256.04",,$0.00,"$874,474.08",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,JYBLAXNKT647,CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS LLC,,7TKL9,609 INDEPENDENCE PKWY,STE 210,CHESAPEAKE,VA,233205209,UNITED STATES,(703) 389-3207,,VIRGINIA 03,OTHER,AK,USA,,1,VA,,USA,CHESAPEAKE CITY,CHESAPEAKE,VIRGINIA 03,23320,5209,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,OHSO Budget Support Services/mod to exercise OY,Definitive Contract,08/23/2024 11:20:22,HHSAHAYNES,Final,08/23/2024 11:20:23,HHSAHAYNES,No,,,,08/23/2024 11:20:23,HHSAHAYNES,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,No - CAS waiver approved,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,No,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16062&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$609,985",OCC SAFETY MANAGER,True,7523,75D30123C16062,P00001,0,,,,Exercise an Option,75D301-23-R-72591,,,,03/28/2024,07/19/2023,07/18/2025,07/18/2028,05/08/2023,,"$187,452.48","$368,155.60",,"$187,452.48","$368,155.60",,$0.00,"$978,140.96",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,JYBLAXNKT647,"CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC",,7TKL9,609 INDEPENDENCE PKWY,STE 210,CHESAPEAKE,VA,233205209,UNITED STATES,(703) 389-3207,,VIRGINIA 03,OTHER,AK,USA,,1,GA,,USA,DEKALB,ATLANTA,GEORGIA 05,30329,4018,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,OCC Safety Manager; Mod00001 - Exercise Option Year 1,Definitive Contract,03/28/2024 13:19:17,HHSTWILLIAMS2,Final,03/28/2024 13:19:19,HHSTWILLIAMS2,No,,,,03/28/2024 13:19:19,HHSTWILLIAMS2,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,No,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17725&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,403",OHSO ISO CERTIFICATION - PJR,True,7523,75D30123P17725,P00001,0,,,,Exercise an Option,,,,,08/16/2024,09/11/2023,12/18/2024,12/18/2025,,,"$4,403.54","$18,165.30",,"$4,403.54","$18,165.30",,$0.00,"$22,568.84",$0.00,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,,FBGGFQKXSGB7,PERRY JOHNSON REGISTRARS INC,,1LJ60,755 W BIG BEAVER RD,STE 1340,TROY,MI,480844918,UNITED STATES,(248) 358-3388,(248) 358-0882,MICHIGAN 11,CORPORATE NOT TAX EXEMPT,MI,USA,,1,MI,,USA,OAKLAND,TROY,MICHIGAN 11,48084,4918,R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,3,This Action,,,OHSO ISO Certification - PJR,Purchase Order,08/16/2024 12:15:43,HHSJPOWELL2,Final,08/16/2024 12:15:44,HHSJPOWELL2,No,,,,08/16/2024 12:15:44,HHSJPOWELL2,For Profit Organization,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,No,No,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Competed under SAP,Trade-off,Simplified Acquisition,No set aside used.,No Preference used,Select One,Select One,Select One,No,Not Applicable,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF HEALTH AND HUMAN SERVICES,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=HHSD2002015M88163B&modNumber=8&idvAgencyID=&idvPIID=&contractType=IDV,$0,IGF::OT::IGF FOR OTHER FUNCTIONS HEALTH MARKETING SERVICES BPA,True,7523,HHSD2002015M88163B,8,,,,,Exercise an Option,,,,,08/23/2024,09/29/2015,,,,,$0.00,$0.00,,,,,,$0.00,,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,CDC OFFICE OF ACQUISITION SERVICES,PLEASE SELECT FAR 4.1102 EXCEPTION BY CLICKING THE ELLIPSIS (...) BUTTON,H4TLZREHEMN7,SENSIS INC.,,1WYV4,811 WILSHIRE BLVD STE 2050,,LOS ANGELES,CA,900172642,UNITED STATES,(202) 449-1133,(310) 496-3196,CALIFORNIA 34,CORPORATE NOT TAX EXEMPT,CA,USA,,,,,,,,,,,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541613,MARKETING CONSULTING SERVICES,,,,,,,,,,,,,,,Health Marketing Services BPA,,08/23/2024 10:31:55,HHSAHAYNES,Final,08/23/2024 10:31:56,HHSAHAYNES,No,,,,08/23/2024 10:31:56,HHSAHAYNES,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,No - Service where PBA is not used.,Not Applicable,,Not Applicable exempt from CAS,No,No,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not a bundled requirement,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Not Applicable,No,Commercial Products/Services,Select One,Small Business,Plan Not Required ,09/28/2025,$0.00,$0.00,NA,http://www.sensisagency.com,,ywn1@cdc.gov,,,,,,BPA,Select One,Multiple Award,Only the Agency awarding the contract may place orders.
